-1.000000000000000000e+02,6.622380039930344520e-01
-9.949874686716792382e+01,5.723126911222934377e-01
-9.899749373433583344e+01,5.409946629971266185e-01
-9.849624060150375726e+01,6.942727559983730146e-01
-9.799498746867168109e+01,6.937589671790599377e-01
-9.749373433583960491e+01,7.180303030252457308e-01
-9.699248120300751452e+01,7.330445111393928403e-01
-9.649122807017543835e+01,7.605675116777420586e-01
-9.598997493734336217e+01,7.788281172990799694e-01
-9.548872180451127178e+01,7.635350225985050310e-01
-9.498746867167919561e+01,7.879355188667773735e-01
-9.448621553884711943e+01,7.869263782560825815e-01
-9.398496240601504326e+01,7.809702927231788605e-01
-9.348370927318295287e+01,7.803367118597031027e-01
-9.298245614035087669e+01,7.870553400218486262e-01
-9.248120300751880052e+01,7.702625933289527493e-01
-9.197994987468672434e+01,7.912604070305824244e-01
-9.147869674185463396e+01,7.862883257985116003e-01
-9.097744360902255778e+01,7.907975159764288886e-01
-9.047619047619048160e+01,7.989902627527714074e-01
-8.997493734335839122e+01,7.974156974673271003e-01
-8.947368421052631504e+01,7.900668645977974025e-01
-8.897243107769423887e+01,7.917151512145995662e-01
-8.847117794486214848e+01,7.935704916000365650e-01
-8.796992481203007230e+01,7.934406355738640171e-01
-8.746867167919799613e+01,7.846852458178996681e-01
-8.696741854636591995e+01,7.989993044435977909e-01
-8.646616541353382956e+01,7.895264781236649432e-01
-8.596491228070175339e+01,8.161846987426281119e-01
-8.546365914786967721e+01,7.788543467402457843e-01
-8.496240601503760104e+01,7.427779431402682375e-01
-8.446115288220551065e+01,7.400313963711262488e-01
-8.395989974937343447e+01,7.203141582489013262e-01
-8.345864661654135830e+01,6.589105057537556487e-01
-8.295739348370926791e+01,6.907543974220752281e-01
-8.245614035087719174e+01,6.165623125493525647e-01
-8.195488721804511556e+01,6.232255315482616576e-01
-8.145363408521302517e+01,6.883503273904324482e-01
-8.095238095238094900e+01,7.627378040313719243e-01
-8.045112781954887282e+01,6.967296574532986231e-01
-7.994987468671679665e+01,7.104979644715786469e-01
-7.944862155388472047e+01,7.524217595875263287e-01
-7.894736842105263008e+01,7.430090411603450518e-01
-7.844611528822055391e+01,7.333275713026523590e-01
-7.794486215538847773e+01,6.862328857600689114e-01
-7.744360902255638734e+01,6.442637085199356406e-01
-7.694235588972431117e+01,7.322253354370593659e-01
-7.644110275689223499e+01,7.504865376293659018e-01
-7.593984962406014461e+01,7.528155989825725536e-01
-7.543859649122806843e+01,7.386830609738826992e-01
-7.493734335839599225e+01,6.846188757777214029e-01
-7.443609022556391608e+01,6.494570366680622042e-01
-7.393483709273183990e+01,7.314941884160042207e-01
-7.343358395989974952e+01,7.742194733381271288e-01
-7.293233082706767334e+01,7.515423752486706244e-01
-7.243107769423559716e+01,7.022690517485141726e-01
-7.192982456140350678e+01,6.613012021899223880e-01
-7.142857142857143060e+01,6.892680310189723825e-01
-7.092731829573935443e+01,7.426116255342960493e-01
-7.042606516290726404e+01,7.553267756760120299e-01
-6.992481203007518786e+01,7.204616001904009526e-01
-6.942355889724311169e+01,6.827917543590069638e-01
-6.892230576441102130e+01,6.315152713477611979e-01
-6.842105263157894512e+01,7.285776537179947665e-01
-6.791979949874686895e+01,7.595220076084138183e-01
-6.741854636591477856e+01,7.308363640129567074e-01
-6.691729323308271660e+01,7.087153504669665427e-01
-6.641604010025062621e+01,6.883522116601465957e-01
-6.591478696741855003e+01,7.293977686107158132e-01
-6.541353383458647386e+01,7.511734729409217382e-01
-6.491228070175438347e+01,7.526389469325542869e-01
-6.441102756892230730e+01,7.173737708091736387e-01
-6.390977443609023112e+01,6.795778437197209643e-01
-6.340852130325814784e+01,6.635319728255272276e-01
-6.290726817042606456e+01,7.313534023880958745e-01
-6.240601503759398838e+01,7.802161947965621236e-01
-6.190476190476190510e+01,7.036400399446488541e-01
-6.140350877192982892e+01,6.893582715511322734e-01
-6.090225563909774564e+01,6.575671287178993518e-01
-6.040100250626566947e+01,7.297479379534720367e-01
-5.989974937343358619e+01,7.682604077041148560e-01
-5.939849624060150290e+01,7.478612020194530530e-01
-5.889724310776942673e+01,6.708252356290816953e-01
-5.839598997493734345e+01,7.041210143029689172e-01
-5.789473684210526727e+01,7.326181826949119680e-01
-5.739348370927318399e+01,7.727166416049003894e-01
-5.689223057644110781e+01,7.495195237398147858e-01
-5.639097744360902453e+01,7.054158970594405220e-01
-5.588972431077694125e+01,6.426753515660762472e-01
-5.538847117794486508e+01,7.132074183523654520e-01
-5.488721804511278179e+01,7.733887735307216627e-01
-5.438596491228070562e+01,7.449794345080852365e-01
-5.388471177944862234e+01,6.973058127045630439e-01
-5.338345864661654616e+01,6.034036104738712547e-01
-5.288220551378446288e+01,7.024073276996611881e-01
-5.238095238095238670e+01,7.533182313501834981e-01
-5.187969924812030342e+01,7.460186795413494831e-01
-5.137844611528822014e+01,7.254795833110808667e-01
-5.087719298245614397e+01,6.842734236717223917e-01
-5.037593984962406068e+01,6.968009941935539020e-01
-4.987468671679198451e+01,7.559903538167476178e-01
-4.937343358395990123e+01,7.547324401497840229e-01
-4.887218045112782505e+01,7.553521118342876317e-01
-4.837092731829574177e+01,6.875790372669696726e-01
-4.786967418546366559e+01,6.405892139554023590e-01
-4.736842105263158231e+01,7.186939674913883636e-01
